age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
26,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,<=50K
46,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,33,United-States,<=50K
35,Private,Assoc-acdm,12,Married,Adm-clerical,Husband,White,Male,40,United-States,>50K
41,Self-employed,Some-college,10,Married,Farming-fishing,Husband,White,Male,54,United-States,>50K
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
34,Private,Masters,14,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,Taiwan,>50K
19,?,Some-college,10,Never-married,?,Own-child,Black,Female,25,United-States,<=50K
36,Self-employed,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,>50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K
24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
77,Self-employed,Some-college,10,Married,Sales,Husband,White,Male,40,United-States,<=50K
22,Private,5th-6th,3,Married,Machine-op-inspct,Other-relative,White,Female,40,Mexico,<=50K
29,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
62,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K
39,Self-employed,HS-grad,9,Married,Exec-managerial,Husband,White,Male,40,United-States,<=50K
43,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,50,United-States,<=50K
35,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
29,Private,11th,7,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
76,Self-employed,Masters,14,Married,Craft-repair,Husband,White,Male,10,United-States,<=50K
63,Self-employed,HS-grad,9,Married,Farming-fishing,Husband,White,Male,45,United-States,<=50K
23,?,Assoc-voc,11,Never-married,?,Own-child,Black,Female,15,United-States,<=50K
43,Private,Some-college,10,Married,Prof-specialty,Wife,White,Female,50,United-States,>50K
58,Self-employed,HS-grad,9,Married,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
66,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,<=50K
41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,<=50K
26,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
47,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
?,Public,10th,6,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
53,Private,HS-grad,9,Married,Transport-moving,Husband,White,Male,40,United-States,<=50K
17,Private,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,48,Mexico,<=50K
30,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K
49,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K
19,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Male,30,Haiti,<=50K
45,Private,HS-grad,9,Married,Other-service,Husband,Black,Male,40,United-States,<=50K
26,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
38,Private,Assoc-voc,11,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
36,Public,HS-grad,9,Married,Protective-serv,Husband,White,Male,40,United-States,>50K
33,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,<=50K
22,Public,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,40,United-States,<=50K
43,Self-employed,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K
67,?,11th,7,Married,?,Husband,White,Male,8,United-States,<=50K
30,?,Assoc-voc,11,Divorced,?,Unmarried,White,Female,40,United-States,<=50K
56,Private,Assoc-acdm,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,25,Iran,<=50K
31,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,<=50K
33,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
26,Private,HS-grad,9,Married,Other-service,Husband,White,Male,40,United-States,<=50K
33,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
46,Public,11th,7,Married,Transport-moving,Husband,White,Male,30,United-States,<=50K
59,?,Bachelors,13,Married,?,Husband,White,Male,40,United-States,>50K
38,Public,HS-grad,9,Married,Adm-clerical,Husband,White,Male,40,United-States,>50K
65,Private,11th,7,Widowed,Other-service,Unmarried,Other,Male,40,United-States,<=50K
40,Private,Assoc-voc,11,Married,Tech-support,Husband,White,Male,40,United-States,>50K
42,Private,HS-grad,9,Married,Adm-clerical,Wife,White,Female,35,United-States,<=50K
26,Self-employed,9th,5,Married,Craft-repair,Husband,White,Male,40,Portugal,<=50K
36,Private,10th,6,Married,Other-service,Wife,White,Female,24,United-States,<=50K
?,Private,Masters,14,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
43,Private,Bachelors,13,Married,Transport-moving,Husband,White,Male,45,United-States,<=50K
43,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K
22,Private,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,55,United-States,<=50K
28,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
56,Self-employed,Some-college,10,Married,Sales,Husband,White,Male,45,United-States,<=50K
22,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,15,United-States,<=50K
57,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K
39,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
26,Public,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,15,United-States,<=50K
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,10,United-States,<=50K
40,Public,Assoc-voc,11,Married,Machine-op-inspct,Husband,White,Male,38,United-States,>50K
45,Private,HS-grad,9,Married,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K
44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
20,Public,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,<=50K
33,Private,HS-grad,9,Married,Craft-repair,Wife,White,Female,40,United-States,<=50K
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K
46,Self-employed,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States,<=50K
38,Private,HS-grad,9,Married,Sales,Husband,White,Male,50,United-States,<=50K
54,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
46,Private,5th-6th,3,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,<=50K
25,Private,Some-college,10,Married,Craft-repair,Husband,White,Male,40,United-States,<=50K
46,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K
36,Public,Some-college,10,Married,Transport-moving,Wife,White,Female,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K
29,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
44,Private,Some-college,10,Married,Adm-clerical,Wife,White,Female,6,United-States,>50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,<=50K
19,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,40,United-States,<=50K
35,Private,HS-grad,9,Married,Other-service,Wife,White,Female,40,United-States,>50K
27,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
46,Self-employed,Assoc-acdm,12,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
34,Public,Bachelors,13,Married,Exec-managerial,Husband,White,Male,45,?,>50K
34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K
44,Private,Some-college,10,Married,Tech-support,Husband,White,Male,40,United-States,<=50K
45,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K
20,?,HS-grad,9,Never-married,?,Other-relative,White,Female,35,United-States,<=50K
25,Private,Bachelors,13,Married,Exec-managerial,Husband,White,Male,55,United-States,>50K
52,Self-employed,Bachelors,13,Married,Exec-managerial,Husband,White,Male,50,United-States,>50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
28,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
50,Public,Bachelors,13,Married,Protective-serv,Husband,White,Male,40,United-States,>50K
34,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,64,United-States,<=50K
28,Private,7th-8th,4,Married,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico,<=50K
41,Private,Masters,14,Married,Exec-managerial,Husband,White,Male,65,United-States,>50K
28,Private,HS-grad,9,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
46,Self-employed,HS-grad,9,Married,Craft-repair,Husband,White,Male,25,United-States,<=50K
28,?,Some-college,10,Married,?,Wife,White,Female,40,United-States,>50K
32,Private,Some-college,10,Married,Exec-managerial,Husband,White,Male,50,United-States,<=50K
41,Public,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,<=50K
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,<=50K
33,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K
46,Private,Doctorate,16,Married,Exec-managerial,Husband,White,Male,60,United-States,>50K
31,Public,Some-college,10,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
35,Private,12th,8,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,>50K
?,Private,1st-4th,2,Married,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K
30,Private,11th,7,Never-married,Other-service,Own-child,White,Female,19,United-States,<=50K
34,Public,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K
34,Public,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,<=50K
20,Private,Some-college,10,Married,Sales,Husband,White,Male,30,United-States,<=50K
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,<=50K
32,Public,Bachelors,13,Married,Exec-managerial,Wife,White,Female,40,United-States,>50K
29,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K
33,Private,10th,6,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,<=50K
25,Private,HS-grad,9,Married,Transport-moving,Husband,White,Male,60,United-States,<=50K
36,Public,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic,<=50K
63,Self-employed,HS-grad,9,Married,Exec-managerial,Husband,White,Male,40,United-States,>50K
47,Public,Masters,14,Married,Prof-specialty,Husband,White,Male,40,United-States,<=50K
80,?,HS-grad,9,Widowed,?,Not-in-family,White,Male,24,United-States,<=50K
17,?,11th,7,Never-married,?,Own-child,White,Male,40,United-States,<=50K
40,Self-employed,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
30,Private,Assoc-acdm,12,Married,Other-service,Wife,White,Female,25,United-States,>50K
27,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K
33,Private,Masters,14,Married,Prof-specialty,Husband,White,Male,50,United-States,>50K
34,Public,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,60,United-States,<=50K
34,Public,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,<=50K
23,Private,Some-college,10,Married,Adm-clerical,Husband,White,Male,40,United-States,<=50K
42,Public,Some-college,10,Married,Adm-clerical,Wife,White,Female,40,United-States,<=50K
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
45,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States,<=50K
24,Public,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,40,United-States,<=50K
44,Private,Some-college,10,Married,Prof-specialty,Husband,White,Male,40,United-States,>50K
27,Private,9th,5,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,<=50K
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,35,United-States,<=50K
44,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K
51,Private,HS-grad,9,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
20,Private,HS-grad,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
17,?,11th,7,Never-married,?,Own-child,White,Female,5,United-States,<=50K
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,<=50K
45,Self-employed,Some-college,10,Married,Craft-repair,Husband,White,Male,55,United-States,>50K
60,Private,HS-grad,9,Married,Craft-repair,Husband,White,Male,40,United-States,>50K
42,Private,Assoc-acdm,12,Married,Exec-managerial,Husband,Black,Male,40,?,>50K
44,Self-employed,HS-grad,9,Married,Sales,Wife,White,Female,40,United-States,>50K
40,Private,Assoc-voc,11,Married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,United-States,>50K
30,Private,HS-grad,9,Married,Exec-managerial,Wife,White,Female,40,United-States,<=50K
38,Private,Some-college,10,Married,Transport-moving,Husband,Black,Male,50,United-States,<=50K
23,Private,HS-grad,9,Married,Transport-moving,Husband,White,Male,60,United-States,<=50K
32,?,Some-college,10,Married,?,Husband,White,Male,40,United-States,<=50K
44,Private,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
54,Public,HS-grad,9,Married,Transport-moving,Husband,Black,Male,40,United-States,<=50K
32,Private,Bachelors,13,Married,Prof-specialty,Husband,White,Male,50,United-States,<=50K
50,Private,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
24,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,20,United-States,<=50K
37,Private,HS-grad,9,Married,Adm-clerical,Wife,White,Female,60,United-States,<=50K
52,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,<=50K
38,Private,Some-college,10,Married,Transport-moving,Husband,White,Male,40,United-States,<=50K
49,Private,Masters,14,Married,Exec-managerial,Husband,White,Male,45,United-States,>50K
30,Private,Bachelors,13,Married,Tech-support,Wife,White,Female,16,United-States,>50K
60,Private,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,>50K
22,?,Some-college,10,Never-married,?,Own-child,White,Male,40,United-States,<=50K
35,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
30,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K
67,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,24,United-States,<=50K
46,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
17,Private,9th,5,Never-married,Other-service,Not-in-family,White,Male,6,United-States,<=50K
22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K
27,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,35,United-States,<=50K
33,Private,Assoc-acdm,12,Married,Craft-repair,Husband,White,Male,45,Portugal,<=50K
43,Self-employed,Some-college,10,Married,Craft-repair,Husband,White,Male,20,United-States,<=50K
28,Public,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,<=50K
41,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
52,?,12th,8,Never-married,?,Other-relative,Black,Male,40,United-States,<=50K
25,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,20,United-States,<=50K
63,?,1st-4th,2,Married,?,Husband,White,Male,35,United-States,<=50K
59,Public,HS-grad,9,Married,Transport-moving,Husband,White,Male,45,United-States,<=50K
45,Public,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,<=50K
