age,workclass,education-num,marital-status,occupation,race,sex,hours-per-week,income
63.0,Private,10,Married,Prof-specialty,White,Male,40,<=50K
32.0,Private,13,Never-married,Transport-moving,White,Male,40,<=50K
47.0,Private,9,Married,Transport-moving,White,Male,45,>50K
46.0,Private,3,Married,Machine-op-inspct,White,Male,40,<=50K
35.0,Private,13,Married,Sales,White,Male,45,<=50K
18.0,Private,10,Never-married,Transport-moving,White,Male,30,<=50K
41.0,Private,10,Married,Sales,White,Male,50,>50K
18.0,Private,8,Never-married,Other-service,Black,Male,20,<=50K
23.0,Self-employed,9,Divorced,Other-service,White,Female,50,<=50K
19.0,Public,10,Never-married,Adm-clerical,White,Female,15,<=50K
59.0,Private,10,Married,Sales,White,Male,40,<=50K
44.0,Private,9,Divorced,Sales,White,Male,38,<=50K
20.0,Private,10,Never-married,Other-service,White,Female,20,<=50K
63.0,Public,9,Married,Exec-managerial,White,Female,32,<=50K
40.0,Private,10,Divorced,Other-service,Black,Male,50,>50K
28.0,Private,13,Married,Prof-specialty,White,Male,43,<=50K
25.0,Private,13,Never-married,Prof-specialty,White,Male,40,<=50K
45.0,Public,14,Divorced,Exec-managerial,White,Female,40,<=50K
30.0,Public,13,Never-married,Prof-specialty,White,Female,40,<=50K
44.0,Public,15,Never-married,Prof-specialty,White,Male,40,>50K
34.0,Private,9,Never-married,Machine-op-inspct,Asian-Pac-Islander,Male,40,<=50K
38.581836634272356,Private,9,Separated,Tech-support,White,Female,40,<=50K
39.0,Self-employed,9,Married,Other-service,White,Male,50,<=50K
32.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
36.0,Public,13,Married,Adm-clerical,White,Male,55,>50K
26.0,Private,10,Never-married,Machine-op-inspct,White,Male,40,<=50K
28.0,Private,9,Never-married,Machine-op-inspct,White,Male,48,<=50K
44.0,Private,5,Married,Machine-op-inspct,Black,Male,40,<=50K
40.0,Private,11,Married,Tech-support,White,Male,40,<=50K
34.0,Private,9,Married,Tech-support,White,Female,32,<=50K
46.0,Private,10,Married,Craft-repair,White,Male,40,<=50K
51.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
43.0,Private,10,Married,Protective-serv,Other,Male,32,<=50K
40.0,Public,14,Divorced,Prof-specialty,White,Female,45,<=50K
34.0,Private,9,Married,Craft-repair,White,Male,40,>50K
35.0,Self-employed,12,Married,Craft-repair,White,Male,40,<=50K
27.0,Private,10,Never-married,Craft-repair,White,Male,50,<=50K
47.0,Private,9,Divorced,Other-service,White,Female,32,<=50K
29.0,Private,13,Married,Sales,White,Male,40,>50K
46.0,Private,6,Divorced,Machine-op-inspct,Black,Male,40,<=50K
31.0,Public,9,Married,Farming-fishing,Amer-Indian-Eskimo,Male,40,<=50K
28.0,Private,13,Married,Sales,White,Male,60,>50K
47.0,Self-employed,13,Married,Exec-managerial,White,Male,50,>50K
24.0,Private,9,Never-married,Adm-clerical,Black,Male,40,<=50K
40.0,Private,13,Married,Exec-managerial,White,Male,40,>50K
39.0,Self-employed,12,Married,Adm-clerical,White,Female,40,>50K
55.0,Private,9,Married,Craft-repair,White,Male,40,>50K
43.0,Private,9,Married,Adm-clerical,Black,Male,40,>50K
38.0,Private,9,Never-married,Machine-op-inspct,White,Male,40,<=50K
22.0,Private,10,Never-married,Sales,White,Male,40,<=50K
44.0,Private,10,Married,Prof-specialty,White,Male,45,<=50K
46.0,Public,13,Married,Exec-managerial,White,Male,40,>50K
54.0,Private,6,Divorced,Prof-specialty,White,Male,68,>50K
22.0,Private,10,Never-married,Transport-moving,White,Male,40,<=50K
24.0,Private,11,Never-married,Exec-managerial,White,Male,35,<=50K
50.0,Self-employed,13,Never-married,Craft-repair,White,Male,45,<=50K
26.0,Private,12,Never-married,Other-service,Black,Male,40,<=50K
36.0,Private,13,Married,Prof-specialty,White,Female,32,>50K
36.0,Self-employed,9,Separated,Other-service,White,Female,40,<=50K
25.0,Private,10,Never-married,Prof-specialty,White,Female,40,<=50K
51.0,Private,9,Married,Protective-serv,White,Male,40,>50K
30.0,Private,13,Never-married,Prof-specialty,Black,Male,45,<=50K
44.0,Private,9,Married,Transport-moving,White,Male,40,<=50K
51.0,Self-employed,15,Married,Prof-specialty,White,Male,40,<=50K
27.0,Private,9,Never-married,Craft-repair,Black,Male,40,<=50K
56.0,Self-employed,9,Divorced,Other-service,White,Male,50,<=50K
65.0,Self-employed,13,Married,Exec-managerial,White,Male,65,>50K
36.0,Self-employed,10,Married,Craft-repair,White,Male,60,>50K
25.0,Private,7,Never-married,Handlers-cleaners,White,Male,45,<=50K
23.0,Private,9,Divorced,Sales,White,Male,40,<=50K
37.0,Public,16,Married,Prof-specialty,White,Male,45,<=50K
32.0,Private,9,Never-married,Machine-op-inspct,White,Male,45,<=50K
28.0,Private,6,Never-married,Machine-op-inspct,White,Female,40,<=50K
36.0,Self-employed,13,Married,Sales,White,Male,45,>50K
27.0,Private,13,Never-married,Prof-specialty,White,Female,40,<=50K
72.0,Private,13,Divorced,Sales,White,Male,30,<=50K
29.0,Private,9,Never-married,Transport-moving,White,Female,45,<=50K
40.0,Public,9,Married,Adm-clerical,White,Male,40,<=50K
22.0,Private,9,Divorced,Machine-op-inspct,White,Female,40,<=50K
55.0,Self-employed,10,Married,Exec-managerial,Black,Male,25,<=50K
50.0,Private,12,Divorced,Sales,White,Female,40,<=50K
26.0,Private,7,Never-married,Other-service,White,Male,30,<=50K
25.0,Private,6,Never-married,Transport-moving,White,Male,50,<=50K
34.0,Public,13,Married,Tech-support,White,Female,25,>50K
49.0,Private,14,Never-married,Prof-specialty,White,Male,60,<=50K
46.0,Self-employed,14,Divorced,Sales,White,Male,60,>50K
41.0,Public,9,Married,Adm-clerical,White,Male,40,>50K
18.0,Private,6,Never-married,Machine-op-inspct,White,Male,30,<=50K
45.0,Private,9,Married,Adm-clerical,White,Male,40,>50K
43.0,Private,14,Married-spouse-absent,Exec-managerial,White,Male,50,<=50K
33.0,Private,16,Married,Prof-specialty,White,Male,40,<=50K
59.0,Self-employed,12,Married,Craft-repair,White,Male,40,<=50K
21.0,Public,10,Never-married,Other-service,White,Male,10,<=50K
27.0,Private,9,Married,Handlers-cleaners,White,Male,40,<=50K
17.0,Private,7,Never-married,Adm-clerical,White,Female,16,<=50K
42.0,Public,14,Married,Adm-clerical,Amer-Indian-Eskimo,Male,40,>50K
47.0,Private,7,Married,Craft-repair,White,Male,40,<=50K
28.0,Private,16,Never-married,Prof-specialty,White,Female,60,>50K
41.0,Private,9,Married,Sales,White,Male,40,<=50K
35.0,Private,11,Divorced,Prof-specialty,White,Female,40,>50K
24.0,Private,14,Never-married,Exec-managerial,White,Male,90,<=50K
78.0,Self-employed,10,Married,Craft-repair,White,Male,3,>50K
26.0,Public,13,Never-married,Adm-clerical,Asian-Pac-Islander,Female,50,<=50K
38.0,Self-employed,13,Married,Farming-fishing,White,Male,99,<=50K
28.0,Public,9,Married,Handlers-cleaners,White,Male,40,<=50K
40.0,Public,14,Married,Prof-specialty,White,Female,40,>50K
25.0,Private,10,Never-married,Tech-support,White,Male,25,<=50K
53.0,Private,9,Married,Farming-fishing,White,Male,45,<=50K
28.0,Self-employed,9,Married,Exec-managerial,White,Male,40,<=50K
51.0,Private,16,Never-married,Prof-specialty,White,Male,40,>50K
27.0,Private,13,Never-married,Tech-support,White,Female,15,<=50K
20.0,Private,10,Never-married,Adm-clerical,White,Male,26,<=50K
20.0,Private,9,Never-married,Adm-clerical,Black,Male,20,<=50K
49.0,Private,11,Divorced,Exec-managerial,White,Male,45,>50K
44.0,Public,9,Married,Adm-clerical,White,Male,40,>50K
36.0,Private,7,Widowed,Other-service,Black,Female,12,<=50K
56.0,Self-employed,10,Married,Sales,White,Male,45,<=50K
31.0,Private,8,Divorced,Transport-moving,White,Male,40,<=50K
29.0,Private,11,Divorced,Handlers-cleaners,White,Male,50,<=50K
25.0,Private,5,Separated,Handlers-cleaners,White,Male,40,<=50K
35.0,Private,10,Never-married,Sales,White,Male,48,<=50K
19.0,Private,2,Never-married,Machine-op-inspct,White,Male,40,<=50K
51.0,Private,4,Married,Transport-moving,White,Male,40,<=50K
37.0,Public,13,Divorced,Exec-managerial,White,Female,50,<=50K
34.0,Private,14,Never-married,Sales,White,Male,60,>50K
39.0,Private,10,Married,Machine-op-inspct,White,Male,40,<=50K
36.0,Public,13,Married,Prof-specialty,White,Male,40,>50K
19.0,Private,10,Never-married,Adm-clerical,White,Female,20,<=50K
21.0,Private,7,Never-married,Other-service,White,Male,50,<=50K
41.0,Private,7,Married-spouse-absent,Machine-op-inspct,White,Male,40,<=50K
22.0,Private,6,Never-married,Sales,White,Female,25,<=50K
39.0,Private,13,Divorced,Exec-managerial,White,Female,25,<=50K
37.0,Private,2,Married-spouse-absent,Farming-fishing,White,Male,77,<=50K
50.0,Private,13,Married,Sales,White,Male,40,<=50K
29.0,Private,7,Separated,Sales,White,Female,42,<=50K
22.0,Private,9,Never-married,Sales,White,Female,37,<=50K
51.0,Private,6,Divorced,Craft-repair,Black,Female,35,<=50K
21.0,Private,10,Never-married,Adm-clerical,White,Female,8,<=50K
31.0,Private,9,Widowed,Craft-repair,White,Female,40,<=50K
22.0,Private,9,Never-married,Exec-managerial,White,Female,55,<=50K
53.0,Private,10,Married,Sales,White,Male,55,<=50K
58.0,Private,9,Divorced,Handlers-cleaners,White,Male,40,<=50K
50.0,Private,13,Married,Prof-specialty,White,Male,40,<=50K
34.0,Self-employed,9,Never-married,Craft-repair,White,Male,50,<=50K
42.0,Private,9,Married,Craft-repair,White,Male,40,>50K
51.0,Public,9,Married-spouse-absent,Handlers-cleaners,White,Male,40,<=50K
40.0,Private,13,Married,Exec-managerial,White,Male,50,>50K
52.0,Private,9,Separated,Adm-clerical,White,Female,40,<=50K
42.0,Private,9,Married,Handlers-cleaners,Black,Male,40,<=50K
43.0,Private,9,Married,Exec-managerial,White,Female,36,>50K
21.0,Public,9,Never-married,Adm-clerical,White,Female,43,<=50K
20.0,Private,6,Married-spouse-absent,Handlers-cleaners,White,Male,40,<=50K
34.0,Private,13,Married,Prof-specialty,White,Male,42,>50K
30.0,Private,6,Married,Craft-repair,White,Male,40,<=50K
48.0,Self-employed,9,Divorced,Prof-specialty,White,Male,15,<=50K
32.0,Private,13,Married,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
40.0,Private,11,Married,Sales,White,Male,50,<=50K
20.0,Private,7,Never-married,Craft-repair,White,Male,20,<=50K
39.0,Public,15,Never-married,Prof-specialty,White,Male,55,>50K
28.0,Public,10,Never-married,Adm-clerical,Black,Female,40,<=50K
40.0,Private,13,Married,Exec-managerial,White,Male,65,>50K
33.0,Private,12,Divorced,Sales,White,Female,45,<=50K
29.0,Private,13,Never-married,Adm-clerical,White,Male,40,<=50K
47.0,Private,11,Married,Prof-specialty,White,Male,40,>50K
22.0,Private,10,Never-married,Other-service,Black,Male,40,<=50K
23.0,Private,5,Never-married,Machine-op-inspct,White,Male,35,<=50K
35.0,Private,9,Divorced,Exec-managerial,White,Female,50,<=50K
27.0,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
27.0,Private,9,Never-married,Protective-serv,White,Male,40,<=50K
26.0,Private,9,Married,Other-service,White,Female,30,<=50K
30.0,Private,9,Married,Machine-op-inspct,White,Male,40,>50K
49.0,Public,14,Married,Adm-clerical,White,Male,40,>50K
48.0,Private,12,Divorced,Exec-managerial,White,Female,40,<=50K
46.0,Private,10,Divorced,Sales,White,Male,50,<=50K
19.0,Private,10,Never-married,Other-service,White,Female,30,<=50K
52.0,Private,2,Married,Farming-fishing,White,Male,40,<=50K
28.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
43.0,Private,10,Married,Exec-managerial,White,Male,40,<=50K
49.0,Private,13,Divorced,Adm-clerical,White,Male,40,<=50K
55.0,Private,15,Married,Exec-managerial,White,Male,40,>50K
19.0,Private,10,Never-married,Other-service,White,Male,20,<=50K
56.0,Public,10,Married,Adm-clerical,White,Female,15,<=50K
30.0,Private,15,Widowed,Other-service,White,Male,35,<=50K
56.0,Private,9,Divorced,Adm-clerical,White,Female,32,<=50K
28.0,Private,10,Married,Handlers-cleaners,Black,Male,40,<=50K
34.0,Private,13,Married,Prof-specialty,White,Male,50,>50K
52.0,Private,11,Divorced,Other-service,White,Female,40,<=50K
52.0,Private,3,Divorced,Farming-fishing,White,Male,40,<=50K
47.0,Self-employed,10,Divorced,Exec-managerial,White,Female,65,<=50K
23.0,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
36.0,Public,13,Never-married,Protective-serv,White,Male,60,<=50K
18.0,Private,6,Never-married,Handlers-cleaners,White,Male,27,<=50K
29.0,Public,13,Never-married,Prof-specialty,White,Female,40,<=50K
40.0,Private,9,Never-married,Other-service,White,Male,25,<=50K
36.0,Private,6,Never-married,Transport-moving,Black,Female,40,<=50K
54.0,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
37.0,Self-employed,14,Married,Exec-managerial,White,Male,60,>50K
27.0,Private,13,Married,Craft-repair,White,Male,40,<=50K
51.0,Private,10,Married,Handlers-cleaners,White,Male,50,<=50K
29.0,Public,13,Married,Prof-specialty,White,Male,25,<=50K
44.0,Private,5,Divorced,Other-service,White,Female,50,<=50K
57.0,Private,14,Divorced,Prof-specialty,White,Male,30,<=50K
45.0,Private,9,Married,Machine-op-inspct,White,Male,45,>50K
49.0,Private,10,Divorced,Handlers-cleaners,Black,Female,40,<=50K
52.0,Private,9,Married,Adm-clerical,White,Male,48,<=50K
52.0,Private,3,Widowed,Other-service,White,Female,40,<=50K
33.0,Private,9,Never-married,Exec-managerial,White,Female,40,<=50K
31.0,Private,7,Never-married,Craft-repair,White,Male,40,<=50K
46.0,Private,13,Never-married,Other-service,White,Male,40,<=50K
26.0,Private,8,Never-married,Sales,Black,Male,51,<=50K
52.0,Private,9,Married,Exec-managerial,White,Male,48,<=50K
41.0,Private,9,Married,Craft-repair,White,Male,40,>50K
42.0,Private,10,Divorced,Adm-clerical,White,Female,38,<=50K
53.0,Private,13,Married,Prof-specialty,White,Male,40,>50K
30.0,Self-employed,10,Married,Exec-managerial,Asian-Pac-Islander,Male,40,>50K
26.0,Public,9,Married,Protective-serv,White,Male,38,<=50K
43.0,Public,13,Married,Prof-specialty,Asian-Pac-Islander,Male,40,>50K
46.0,Self-employed,9,Married,Transport-moving,White,Male,50,<=50K
63.0,Private,13,Never-married,Tech-support,White,Male,40,>50K
39.0,Private,11,Married,Machine-op-inspct,White,Male,40,<=50K
34.0,Private,11,Married,Machine-op-inspct,White,Male,50,<=50K
61.0,Private,15,Married,Transport-moving,White,Male,5,>50K
63.0,Private,13,Married,Sales,White,Male,40,<=50K
26.0,Self-employed,13,Married,Sales,White,Male,80,>50K
22.0,Private,11,Never-married,Other-service,White,Female,40,<=50K
63.0,Private,11,Divorced,Other-service,White,Female,20,<=50K
31.0,Public,10,Never-married,Other-service,White,Female,37,<=50K
57.0,Self-employed,10,Separated,Sales,White,Male,35,<=50K
27.0,Private,9,Married,Sales,White,Male,35,<=50K
48.0,Private,9,Never-married,Prof-specialty,Black,Female,28,<=50K
76.0,Private,9,Married,Sales,White,Male,24,<=50K
46.0,Self-employed,15,Married,Prof-specialty,White,Male,60,>50K
19.0,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
45.0,Public,9,Never-married,Transport-moving,Black,Male,40,<=50K
38.0,Private,9,Married,Machine-op-inspct,White,Female,40,<=50K
45.0,Private,15,Married,Exec-managerial,White,Male,40,>50K
66.0,Self-employed,4,Married,Craft-repair,White,Male,40,>50K
36.0,Private,9,Never-married,Machine-op-inspct,White,Male,40,<=50K
38.0,Self-employed,13,Married,Craft-repair,White,Male,50,>50K
25.0,Private,9,Never-married,Handlers-cleaners,White,Male,35,<=50K
28.0,Private,10,Separated,Handlers-cleaners,Black,Male,40,<=50K
36.0,Private,13,Married,Exec-managerial,White,Male,55,>50K
33.0,Private,13,Married,Adm-clerical,Asian-Pac-Islander,Male,40,<=50K
46.0,Public,15,Separated,Prof-specialty,White,Female,40,>50K
53.0,Private,13,Never-married,Exec-managerial,White,Male,40,<=50K
39.0,Private,14,Married,Exec-managerial,White,Male,55,>50K
23.0,Private,9,Never-married,Sales,White,Male,40,<=50K
44.0,Public,14,Married,Prof-specialty,Black,Male,40,>50K
63.0,Private,13,Married,Protective-serv,Asian-Pac-Islander,Male,40,>50K
44.0,Private,5,Married,Machine-op-inspct,Black,Male,40,<=50K
34.0,Private,12,Divorced,Sales,White,Male,50,>50K
33.0,Private,9,Married,Exec-managerial,White,Male,50,<=50K
25.0,Private,9,Never-married,Sales,White,Female,40,<=50K
34.0,Private,6,Divorced,Other-service,White,Female,38,<=50K
31.0,Private,10,Married,Sales,White,Male,57,<=50K
53.0,Private,10,Married,Prof-specialty,White,Female,24,<=50K
43.0,Private,7,Married,Handlers-cleaners,White,Male,40,<=50K
30.0,Private,10,Never-married,Adm-clerical,White,Female,20,<=50K
23.0,Private,9,Never-married,Adm-clerical,White,Female,40,<=50K
64.0,Public,3,Divorced,Other-service,White,Female,45,<=50K
32.0,Private,11,Married,Adm-clerical,White,Male,40,<=50K
30.0,Private,11,Married,Adm-clerical,White,Female,24,<=50K
50.0,Self-employed,14,Never-married,Prof-specialty,Black,Male,50,<=50K
34.0,Private,10,Married,Craft-repair,White,Male,40,<=50K
35.0,Public,11,Married,Protective-serv,White,Male,42,<=50K
17.0,Private,7,Never-married,Handlers-cleaners,White,Male,15,<=50K
53.0,Private,13,Never-married,Other-service,Asian-Pac-Islander,Female,21,>50K
44.0,Self-employed,14,Married,Prof-specialty,White,Male,40,<=50K
28.0,Private,9,Married,Handlers-cleaners,White,Male,38,<=50K
28.0,Private,13,Never-married,Exec-managerial,White,Female,50,>50K
32.0,Private,10,Separated,Tech-support,White,Female,50,<=50K
21.0,Private,9,Never-married,Handlers-cleaners,White,Male,40,<=50K
28.0,Private,9,Never-married,Other-service,White,Female,40,<=50K
36.0,Private,10,Divorced,Other-service,White,Female,40,<=50K
18.0,Private,7,Never-married,Other-service,Black,Female,24,<=50K
29.0,Private,13,Never-married,Prof-specialty,White,Male,45,>50K
19.0,Private,9,Never-married,Other-service,White,Female,40,<=50K
24.0,Private,11,Never-married,Sales,Asian-Pac-Islander,Male,50,<=50K
48.0,Private,13,Divorced,Sales,White,Male,40,>50K
29.0,Private,13,Married,Prof-specialty,White,Female,50,>50K
43.0,Private,15,Married,Prof-specialty,White,Male,60,>50K
30.0,Public,14,Married,Prof-specialty,White,Male,45,>50K
36.0,Private,10,Divorced,Adm-clerical,White,Female,40,<=50K
37.0,Private,11,Married,Adm-clerical,Black,Female,48,>50K
42.0,Public,13,Married,Prof-specialty,White,Male,40,>50K
65.0,Private,10,Widowed,Adm-clerical,White,Female,15,<=50K
28.0,Private,9,Married,Machine-op-inspct,White,Male,40,<=50K
43.0,Public,11,Never-married,Adm-clerical,White,Female,35,<=50K
37.0,Private,12,Married,Craft-repair,White,Male,55,<=50K
23.0,Private,9,Never-married,Sales,White,Male,40,<=50K
41.0,Public,13,Divorced,Prof-specialty,White,Male,40,<=50K
24.0,Private,10,Never-married,Adm-clerical,White,Female,40,<=50K
68.0,Private,5,Divorced,Farming-fishing,Black,Male,20,<=50K
38.0,Private,9,Married,Craft-repair,White,Male,40,<=50K
46.0,Private,9,Married,Transport-moving,White,Male,40,>50K
23.0,Private,6,Married,Handlers-cleaners,White,Male,40,<=50K
31.0,Private,8,Divorced,Other-service,White,Female,21,<=50K
33.0,Private,7,Never-married,Sales,Black,Female,17,<=50K
52.0,Private,9,Married-spouse-absent,Adm-clerical,White,Female,50,<=50K
20.0,Private,9,Never-married,Other-service,White,Male,30,<=50K
26.0,Private,13,Never-married,Exec-managerial,White,Male,10,<=50K
27.0,Private,9,Never-married,Craft-repair,White,Male,50,<=50K
36.0,Public,13,Married,Prof-specialty,White,Female,38,<=50K
24.0,Private,10,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,40,<=50K
56.0,Private,10,Married,Tech-support,White,Male,45,>50K
52.0,Public,13,Married,Prof-specialty,White,Male,40,>50K
45.0,Public,14,Married,Prof-specialty,White,Female,45,>50K
33.0,Private,9,Divorced,Craft-repair,White,Male,60,<=50K
31.0,Private,13,Married,Adm-clerical,White,Female,40,<=50K
